source_id,system,audio_path,inference_seed,prompt_id,prompt_duration_sec,reference_text_id,cap_tokens,top_k,top_p,min_speech_text_ratio,checkpoint,lora_adapter,run_id,audio_sha256
S018,Tail-30,human_eval/audio/S018/Tail-30/seed0.wav,0,P08,9.93,T018,3712,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S018,598f2d5d166d2fac9c9874fe603a05aaae416beac2a7724e6185279a09581d60
S018,Tail-SD,human_eval/audio/S018/Tail-SD/seed0.wav,0,P08,9.93,T018,3712,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S018,53d1cfc78818e0222881536e23614d536a50dbe396962d630b9eaede6f7da77b
S019,Base,human_eval/audio/S019/Base/seed0.wav,0,P09,4.41,T019,3712,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S019,76a3155c12e01dc71f15239977340949d92b42b7ccff71d793dc932f7cb27af3
S019,Full-SD,human_eval/audio/S019/Full-SD/seed0.wav,0,P09,4.41,T019,3712,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S019,6a027df7ad2b3e1d8ff03c7551a7bf659fea2cb4238fec42104de4fd08b4c589
S019,Random-Local,human_eval/audio/S019/Random-Local/seed0.wav,0,P09,4.41,T019,3712,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S019,63d4816f9e9bba68cdeffab9c9f1f5c887bf6e5af9737e58971e8c54fe6eaf16
S019,Tail-30,human_eval/audio/S019/Tail-30/seed0.wav,0,P09,4.41,T019,3712,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S019,b210328989cf2eb33dbc1fc459cfc16a6ed7ccc2c3cd31dcd0560bda5d514caf
S019,Tail-SD,human_eval/audio/S019/Tail-SD/seed0.wav,0,P09,4.41,T019,3712,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S019,2be3a432afd5a48d12a45b9cc765c9658455098cd02ad96984e912e79e29a7b9
S020,Base,human_eval/audio/S020/Base/seed0.wav,0,P10,4.92,T020,3721,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S020,569771a4342ec41c6d21b7ec05287bf5a038569a520bd72822f455e1eee1297b
S020,Full-SD,human_eval/audio/S020/Full-SD/seed0.wav,0,P10,4.92,T020,3721,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S020,afd74ddbc011a30e813246de4c72ce639d0ae5f89113608454af295b5bd4a6ac
S020,Random-Local,human_eval/audio/S020/Random-Local/seed0.wav,0,P10,4.92,T020,3721,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S020,3cb0d39d434ea9e212103f349eec51d54696a5ccf73c72e09951e8716ebc3369
S020,Tail-30,human_eval/audio/S020/Tail-30/seed0.wav,0,P10,4.92,T020,3721,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S020,3e6ddbd7b61b23c278cd4440b38ddb550378b495471425bc00311ce4489405ae
S020,Tail-SD,human_eval/audio/S020/Tail-SD/seed0.wav,0,P10,4.92,T020,3721,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S020,b699e998fb7968f8903f4c873848af38186733f4c8a835bc184122b13d67b829
S021,Base,human_eval/audio/S021/Base/seed0.wav,0,P01,8.3,T021,3712,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S021,f1bd1174399fa14bb56656c65b4d3699235667520a7d75e8ffe93b443fbe9688
S021,Full-SD,human_eval/audio/S021/Full-SD/seed0.wav,0,P01,8.3,T021,3712,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S021,e4532be611c1103b1a7beb4147caf680051ee2e1d5c9f8e1303cd420b7635c81
S021,Random-Local,human_eval/audio/S021/Random-Local/seed0.wav,0,P01,8.3,T021,3712,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S021,10f77ebf6e83cc3d82a0c729b0309e9ea4fe3f2c47caad5b364cbc7d051b7640
S021,Tail-30,human_eval/audio/S021/Tail-30/seed0.wav,0,P01,8.3,T021,3712,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S021,133cbec80e38cc908d933736704a74e6535544193b453615adf5469a8a439bd5
S021,Tail-SD,human_eval/audio/S021/Tail-SD/seed0.wav,0,P01,8.3,T021,3712,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S021,e8a61bf7face91f4c46bb06d3b55b642516ebe6c9be9e18ee9fc10d823df6866
S022,Base,human_eval/audio/S022/Base/seed0.wav,0,P02,9.49,T022,3712,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S022,6ce320cfe8420fa3e94571cc52eca365e7a112f11274386e520bbc791d189279
S022,Full-SD,human_eval/audio/S022/Full-SD/seed0.wav,0,P02,9.49,T022,3712,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S022,80a5caa3c86f5b3af397a38f81e394200c62634c106f4aefd6e2ac4a1f728ec3
S022,Random-Local,human_eval/audio/S022/Random-Local/seed0.wav,0,P02,9.49,T022,3712,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S022,cb6e4b43cc4d39a5cad45d0b3c25eb0563dc084b5e407966c1f7bb9e2ebe6e75
S022,Tail-30,human_eval/audio/S022/Tail-30/seed0.wav,0,P02,9.49,T022,3712,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S022,7bef65aa484ba1c2fb7d75cc10a208d453312c0dbcccf113fda7fd2c3c18fe25
S022,Tail-SD,human_eval/audio/S022/Tail-SD/seed0.wav,0,P02,9.49,T022,3712,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S022,a1d9fd243dd87a745b79df65e4f478decf00e031c374313d2d6480fc7dc7de71
S023,Base,human_eval/audio/S023/Base/seed0.wav,0,P03,7.98,T023,3712,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S023,3a4011f1f8c9d242ef3520f0cb5caef70b6a64f76f879081ee1a7af81b9b18d6
S023,Full-SD,human_eval/audio/S023/Full-SD/seed0.wav,0,P03,7.98,T023,3712,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S023,e22755761947c44151416c694ac22a6039565204a5e66b23aa287ddcf4457335
S023,Random-Local,human_eval/audio/S023/Random-Local/seed0.wav,0,P03,7.98,T023,3712,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S023,356a70ecdb004cae92b89163bec1250631eedbae467464a86520c95d717c9df8
S023,Tail-30,human_eval/audio/S023/Tail-30/seed0.wav,0,P03,7.98,T023,3712,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S023,3171c94972a352eb14acc7940df469e91c85705aa45ed130f15a6a92cb4ba4e4
S023,Tail-SD,human_eval/audio/S023/Tail-SD/seed0.wav,0,P03,7.98,T023,3712,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S023,0d5992960dcf2825816dde69c1c58f734cf8f2c3cae3ae6ee187c0bb6c5cb0de
S024,Base,human_eval/audio/S024/Base/seed0.wav,0,P04,4.42,T024,3720,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S024,9cb807d9b4083bd24a09fecf3b210d440fef56cf9bf7a131f005374ddb741a14
S024,Full-SD,human_eval/audio/S024/Full-SD/seed0.wav,0,P04,4.42,T024,3720,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S024,c582d47968b362e8b4e2a5201b988faab082a9a1bd48174d12cfdb34177ca89a
S024,Random-Local,human_eval/audio/S024/Random-Local/seed0.wav,0,P04,4.42,T024,3720,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S024,1e095ef20554ece6ac9ab35f8f91c006727b552c0ef74bd1b6baa1529f47aa67
S024,Tail-30,human_eval/audio/S024/Tail-30/seed0.wav,0,P04,4.42,T024,3720,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S024,708227ffa06c0864904d0fedaa49e7472a3bd32a2320ce3ac7896d767102299b
S024,Tail-SD,human_eval/audio/S024/Tail-SD/seed0.wav,0,P04,4.42,T024,3720,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S024,b7e1e220dbea408532bbc09e75d2fa1f0b7cd33b8790325f7086320d7067bdd9
S025,Base,human_eval/audio/S025/Base/seed0.wav,0,P05,5.71,T025,3696,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S025,4c0003c8def40d42fccf52fd528a4e50f8afc94822e488fc40dc5cddc23be4c0
S025,Full-SD,human_eval/audio/S025/Full-SD/seed0.wav,0,P05,5.71,T025,3696,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S025,37911edbcbef1eb0e188a031dd7ba07e3ffce90c6f794cfe532581dac25933ce
S025,Random-Local,human_eval/audio/S025/Random-Local/seed0.wav,0,P05,5.71,T025,3696,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S025,b102ecb1f5135e315e27faf1bf570019c9da88e65772135843ba4bc1437a8ec2
S025,Tail-30,human_eval/audio/S025/Tail-30/seed0.wav,0,P05,5.71,T025,3696,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S025,9c4afce6f7da199dcfd2e69e400c5bb51ac2b7721e7d6f26fa39bf9f9a9fa453
S025,Tail-SD,human_eval/audio/S025/Tail-SD/seed0.wav,0,P05,5.71,T025,3696,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S025,f887f0835e3f0f040529a38b95765b245061761f19756d090296aea2635db41b
S026,Base,human_eval/audio/S026/Base/seed0.wav,0,P06,9.37,T026,3672,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S026,66f5e60fe0c7a7882398631fe1826eeaa7c629861d3e6f4870e79025b679a8fa
S026,Full-SD,human_eval/audio/S026/Full-SD/seed0.wav,0,P06,9.37,T026,3672,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S026,1765f9f0c0d01208a0e41708e2ca9231d8175e5a10d8e02d48c67ccdbb24a771
S026,Random-Local,human_eval/audio/S026/Random-Local/seed0.wav,0,P06,9.37,T026,3672,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S026,27059db900fcf3f39fc59abb047698dc85bbee22f969309e4bccdbea5b275762
S026,Tail-30,human_eval/audio/S026/Tail-30/seed0.wav,0,P06,9.37,T026,3672,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S026,5f5a29bada6d72f33773e8d2b9f7e84864c23652839aa6a78207af96f854363d
S026,Tail-SD,human_eval/audio/S026/Tail-SD/seed0.wav,0,P06,9.37,T026,3672,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S026,c2b3309d35783b2a16499a87023aaf59fd90cf8944df1574430a0670bc79cc25
S027,Base,human_eval/audio/S027/Base/seed0.wav,0,P07,10.35,T027,3672,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S027,3598ec85a7d4177297bd0170cadeeae6d4c063d724619cb2fc6a85ea0fdd9f44
S027,Full-SD,human_eval/audio/S027/Full-SD/seed0.wav,0,P07,10.35,T027,3672,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S027,eb1769140b5dd831e1d135b0312a14cefc8615f0281aad1af04044d127421858
S027,Random-Local,human_eval/audio/S027/Random-Local/seed0.wav,0,P07,10.35,T027,3672,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S027,fc1193df28cc164214a746c1e1cb746471a34885ae4d22e7c87d186b1b721a03
S027,Tail-30,human_eval/audio/S027/Tail-30/seed0.wav,0,P07,10.35,T027,3672,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S027,3cc644a33c8e16ecee54a67b92d99f569ea87d01d195b186d0941660183899bf
S027,Tail-SD,human_eval/audio/S027/Tail-SD/seed0.wav,0,P07,10.35,T027,3672,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S027,2c7a7b2ca4f6335831637928fd3a4a29d92e7a59f6567dbca990d29e565d9dd8
S028,Base,human_eval/audio/S028/Base/seed0.wav,0,P08,11.38,T028,3672,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S028,3dc78ce302c0322764ff950c02debb322bc13fbaf652a823e79a228a49e8bed2
S028,Full-SD,human_eval/audio/S028/Full-SD/seed0.wav,0,P08,11.38,T028,3672,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S028,2ad47badd8e7abbd01c3b845f1a411f4093ee4bc12dd7c90ea42895d91e95f12
S028,Random-Local,human_eval/audio/S028/Random-Local/seed0.wav,0,P08,11.38,T028,3672,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S028,2b779bf1bf8cfdd13ddc6e71c35f533cccfc4795f86a72fc6d705441751465fc
S028,Tail-30,human_eval/audio/S028/Tail-30/seed0.wav,0,P08,11.38,T028,3672,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S028,339cd8b87bb6ca02a6b6b7f25271d46629f065dd4cfcbefa75fe943dcd2bba82
S028,Tail-SD,human_eval/audio/S028/Tail-SD/seed0.wav,0,P08,11.38,T028,3672,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S028,cc007b15d7d1aa94737622addd425df1f621dbfacb40eafeb556b750d0176778
S029,Base,human_eval/audio/S029/Base/seed0.wav,0,P09,4.13,T029,3705,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S029,0e12ed33604c5ec987c806085a7b6d65ec1ec3ad705b04eea79b3d5d6d73f321
S029,Full-SD,human_eval/audio/S029/Full-SD/seed0.wav,0,P09,4.13,T029,3705,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S029,91a34a6226c31147a55c167d03f608a2890906a98b53c096ed871b29ea156b8f
S029,Random-Local,human_eval/audio/S029/Random-Local/seed0.wav,0,P09,4.13,T029,3705,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S029,3c9a93311fe73c460bcf1834eab8ac43a8a392ddadf05bcd03f581c0e913ae22
S029,Tail-30,human_eval/audio/S029/Tail-30/seed0.wav,0,P09,4.13,T029,3705,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S029,9e97b7a1e0d7a2b40356c3bc12baff0183f85569658a301bfafe3f0d7f13be8a
S029,Tail-SD,human_eval/audio/S029/Tail-SD/seed0.wav,0,P09,4.13,T029,3705,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S029,9a643d0788a7d270d3cd506827400a809de5a6b958a257df6f5ee6a51991c06e
S030,Base,human_eval/audio/S030/Base/seed0.wav,0,P10,9.73,T030,3705,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S030,6244f0139536f3b6155bfa5d1c5a2f00160853c37214bf9993ccfd409ecf9df5
S030,Full-SD,human_eval/audio/S030/Full-SD/seed0.wav,0,P10,9.73,T030,3705,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S030,226434e010dcede6d6c1a2ffbb456fc8497b85e8ce318a82b1597279067e09bf
S030,Random-Local,human_eval/audio/S030/Random-Local/seed0.wav,0,P10,9.73,T030,3705,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S030,74a4af9aafdeceabf21788729bde02671107ec6cc09e7ef389b48a3c49afa51b
S030,Tail-30,human_eval/audio/S030/Tail-30/seed0.wav,0,P10,9.73,T030,3705,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S030,d455656bd4da8a90390ad79d472de6c93af6b6f10a3058e2d26f0d8c4b7ad07b
S030,Tail-SD,human_eval/audio/S030/Tail-SD/seed0.wav,0,P10,9.73,T030,3705,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S030,c4f6b0837017f44e3190903be1b1a03c90d2eb9591874cc0373eea0eb8946828
S031,Base,human_eval/audio/S031/Base/seed0.wav,0,P01,4.84,T031,3705,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S031,5eec61f8a4a8192a40cbfdd88e79981d77ea839858dca8215fd4ef1877267441
S031,Full-SD,human_eval/audio/S031/Full-SD/seed0.wav,0,P01,4.84,T031,3705,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S031,7733a4a110f7d282d8d38109837392066c4efa8f04b20844aa482ec8402a8dfd
S031,Random-Local,human_eval/audio/S031/Random-Local/seed0.wav,0,P01,4.84,T031,3705,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S031,ccceaa1cd62a2f514a20e386fa35f1364f524eb05b78e617a1bdd115f7ed8f0e
S031,Tail-30,human_eval/audio/S031/Tail-30/seed0.wav,0,P01,4.84,T031,3705,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S031,c17af53403815115e3cec80f287fa051b9bec63ed54cfc0d231465c6edb34d06
S031,Tail-SD,human_eval/audio/S031/Tail-SD/seed0.wav,0,P01,4.84,T031,3705,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S031,6d0cd22cb38deece43c03fdf5c8a8a93496d9ac17ca203885742fcf3e6f5960a
S032,Base,human_eval/audio/S032/Base/seed0.wav,0,P02,3.61,T032,3672,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S032,e88816b8f16b7300232ba12ad1c7685239dd0acdb1625f9a4736a227bb6f1162
S032,Full-SD,human_eval/audio/S032/Full-SD/seed0.wav,0,P02,3.61,T032,3672,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S032,19545118cd62d27c0c679c73beb637c8eeb19ec82a05504408ea7723544b51c1
S032,Random-Local,human_eval/audio/S032/Random-Local/seed0.wav,0,P02,3.61,T032,3672,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S032,e59a1cae6b5f2808272d379aa121e8280096816976ffac3e7baaba0ca2a5ea00
S032,Tail-30,human_eval/audio/S032/Tail-30/seed0.wav,0,P02,3.61,T032,3672,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S032,f092c16fb4ee717003e877de622ef8d6a71d9560f9c19de854481ec6631d4e1f
S032,Tail-SD,human_eval/audio/S032/Tail-SD/seed0.wav,0,P02,3.61,T032,3672,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S032,43957beab02887d882cdb3efa10032b93b94dac0126819d1f50bb04340d26ee3
S033,Base,human_eval/audio/S033/Base/seed0.wav,0,P03,11.24,T033,3726,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S033,2e51598ea215c081691c86ecd1d9c92663ac33b4a2451bef1ce3777d34f74315
S033,Full-SD,human_eval/audio/S033/Full-SD/seed0.wav,0,P03,11.24,T033,3726,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S033,385f4f11601845b06bb990facafd28c3e723291ddc98154e4d0416891e0d4da0
S033,Random-Local,human_eval/audio/S033/Random-Local/seed0.wav,0,P03,11.24,T033,3726,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S033,d47b0147824837f7d7f7fbc305ccc434547f3f7276c7960cfcb4b2d6e7e3645e
S033,Tail-30,human_eval/audio/S033/Tail-30/seed0.wav,0,P03,11.24,T033,3726,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S033,cbe37df6f598dae9a76d3896ab8c04dc816f70891449b584b240f59738e56cdd
S033,Tail-SD,human_eval/audio/S033/Tail-SD/seed0.wav,0,P03,11.24,T033,3726,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S033,95090388183f14d80f1fa1dda8e0102da78986d26f151ca666a0d7ea1a85503d
S034,Base,human_eval/audio/S034/Base/seed0.wav,0,P04,8.76,T034,3696,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S034,adff233efb456080282cecea2e4fffa6c2321a49858fc122fb8dde1ce9bf1f1d
S034,Full-SD,human_eval/audio/S034/Full-SD/seed0.wav,0,P04,8.76,T034,3696,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S034,0ceaef1bfc3990a575db389449c6b2ec1fb0b3919864e3faed0044cc3ea5ac04
S034,Random-Local,human_eval/audio/S034/Random-Local/seed0.wav,0,P04,8.76,T034,3696,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S034,d67c73ec90e8a08f1be222045924cc84c00113b3382fb956eee09040a6a748d8
S034,Tail-30,human_eval/audio/S034/Tail-30/seed0.wav,0,P04,8.76,T034,3696,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S034,490140e8bb9153aca094f8ee6080eed82c487d9ce0229464311c21d1f250c96c
S034,Tail-SD,human_eval/audio/S034/Tail-SD/seed0.wav,0,P04,8.76,T034,3696,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S034,49875878cec20824c020c287d1e0185a319adffa7fa6ef187d833b361949ca96
S035,Base,human_eval/audio/S035/Base/seed0.wav,0,P05,5.49,T035,3710,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S035,51106871d20085ae9a4966c552696fd590206ad7c974d88f2786fd1289e9ed93
S035,Full-SD,human_eval/audio/S035/Full-SD/seed0.wav,0,P05,5.49,T035,3710,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S035,c49c9dab96e93f25f1d63927646f7b052ac1d02658fc6e142e56b13a3e949202
S035,Random-Local,human_eval/audio/S035/Random-Local/seed0.wav,0,P05,5.49,T035,3710,25,0.8,2,checkpoints/cv3/Random-Local/final.pt,checkpoints/cv3/Random-Local/lora_final,cv3_Random-Local_seed0_S035,ba9ba81b2530a857077f878aa5825fc71ca327ade1063467cbb14a460b1a50fb
S035,Tail-30,human_eval/audio/S035/Tail-30/seed0.wav,0,P05,5.49,T035,3710,25,0.8,2,checkpoints/cv3/Tail-30/final.pt,checkpoints/cv3/Tail-30/lora_final,cv3_Tail-30_seed0_S035,8562ff9e90d61f8c24a13a9951e32148cddfe9bf2c77a9b474a997821c8d7c54
S035,Tail-SD,human_eval/audio/S035/Tail-SD/seed0.wav,0,P05,5.49,T035,3710,25,0.8,2,checkpoints/cv3/Tail-SD/final.pt,checkpoints/cv3/Tail-SD/lora_final,cv3_Tail-SD_seed0_S035,27b3b3c252345bc0ea5494d9cb65064b043d103ebbc0cac1f9aafb988496c5f7
S036,Base,human_eval/audio/S036/Base/seed0.wav,0,P06,7.18,T036,3726,25,0.8,2,checkpoints/cv3/Base/final.pt,checkpoints/cv3/Base/lora_final,cv3_Base_seed0_S036,01121a97e25f7c2ad9c28ce88daed6325b4fa77579f5180729e523a97e68493e
S036,Full-SD,human_eval/audio/S036/Full-SD/seed0.wav,0,P06,7.18,T036,3726,25,0.8,2,checkpoints/cv3/Full-SD/final.pt,checkpoints/cv3/Full-SD/lora_final,cv3_Full-SD_seed0_S036,be37acc06b403b566a3e6a7f5a2d2d3a8e75c2548e14e1b75a8516e1fe8118e1
