listener_id,source_id,system,completion,major_error,mos
L08,S091,Base,1,0,4
L08,S092,Base,1,0,4
L08,S093,Base,0,1,4
L08,S094,Base,1,0,4
L08,S095,Base,0,0,4
L08,S096,Base,0,0,4
L08,S097,Base,0,1,4
L08,S098,Base,1,0,4
L08,S099,Base,1,0,4
L08,S100,Base,1,0,4
L08,S101,Base,1,0,4
L08,S102,Base,0,1,4
L08,S103,Base,0,0,4
L08,S104,Base,1,0,4
L08,S105,Base,1,0,4
L08,S106,Base,0,0,4
L08,S107,Base,1,0,4
L08,S108,Base,0,1,4
L08,S109,Base,0,0,4
L08,S110,Base,1,0,4
L08,S111,Base,1,0,4
L08,S112,Base,1,0,4
L08,S113,Base,0,1,4
L08,S114,Base,1,0,4
L08,S115,Base,1,0,4
L08,S116,Base,1,0,4
L08,S117,Base,1,0,4
L08,S118,Base,1,0,4
L08,S119,Base,1,0,4
L08,S120,Base,1,0,4
L09,S001,Base,0,0,4
L09,S002,Base,1,0,4
L09,S003,Base,0,0,4
L09,S004,Base,0,1,4
L09,S005,Base,0,0,4
L09,S006,Base,0,1,4
L09,S007,Base,0,0,4
L09,S008,Base,1,0,4
L09,S009,Base,1,0,5
L09,S010,Base,1,0,4
L09,S011,Base,1,0,4
L09,S012,Base,1,0,4
L09,S013,Base,1,0,4
L09,S014,Base,1,0,4
L09,S015,Base,0,1,4
L09,S016,Base,1,0,4
L09,S017,Base,0,1,4
L09,S018,Base,1,0,4
L09,S019,Base,0,0,4
L09,S020,Base,0,1,4
L09,S021,Base,0,0,4
L09,S022,Base,1,0,4
L09,S023,Base,0,1,4
L09,S024,Base,1,0,4
L09,S025,Base,1,0,4
L09,S026,Base,1,0,4
L09,S027,Base,0,0,4
L09,S028,Base,0,1,4
L09,S029,Base,1,0,4
L09,S030,Base,0,0,4
L09,S031,Base,0,0,4
L09,S032,Base,1,0,4
L09,S033,Base,1,0,4
L09,S034,Base,0,1,4
L09,S035,Base,0,1,4
L09,S036,Base,0,1,4
L09,S037,Base,1,0,4
L09,S038,Base,0,0,4
L09,S039,Base,0,1,4
L09,S040,Base,0,1,4
L09,S041,Base,1,0,4
L09,S042,Base,1,0,5
L09,S043,Base,0,0,4
L09,S044,Base,0,1,4
L09,S045,Base,1,0,4
L09,S046,Base,1,0,4
L09,S047,Base,1,0,4
L09,S048,Base,0,0,4
L09,S049,Base,1,0,4
L09,S050,Base,0,0,4
L09,S051,Base,0,1,4
L09,S052,Base,1,0,4
L09,S053,Base,1,0,4
L09,S054,Base,0,1,4
L09,S055,Base,1,0,4
L09,S056,Base,0,1,4
L09,S057,Base,0,0,4
L09,S058,Base,1,0,4
L09,S059,Base,1,0,4
L09,S060,Base,1,0,4
L09,S061,Base,1,0,4
L09,S062,Base,1,0,4
L09,S063,Base,1,0,4
L09,S064,Base,0,1,4
L09,S065,Base,1,0,4
L09,S066,Base,0,1,4
L09,S067,Base,0,1,4
L09,S068,Base,1,0,4
L09,S069,Base,0,0,4
L09,S070,Base,1,0,4
L09,S071,Base,1,0,4
L09,S072,Base,1,0,4
L09,S073,Base,1,0,4
L09,S074,Base,1,0,4
L09,S075,Base,0,0,4
L09,S076,Base,1,0,4
L09,S077,Base,0,1,4
L09,S078,Base,0,0,4
L09,S079,Base,0,0,4
L09,S080,Base,0,1,4
L09,S081,Base,0,1,4
L09,S082,Base,0,0,4
L09,S083,Base,0,0,4
L09,S084,Base,1,0,4
L09,S085,Base,0,1,4
L09,S086,Base,0,0,4
L09,S087,Base,0,1,4
L09,S088,Base,1,0,4
L09,S089,Base,1,0,4
L09,S090,Base,0,0,4
L09,S091,Base,0,0,4
L09,S092,Base,1,0,4
L09,S093,Base,0,1,4
L09,S094,Base,0,1,4
L09,S095,Base,1,0,4
L09,S096,Base,0,1,4
L09,S097,Base,0,0,4
L09,S098,Base,1,0,4
L09,S099,Base,1,0,4
L09,S100,Base,1,0,4
L09,S101,Base,1,0,5
L09,S102,Base,0,0,4
L09,S103,Base,0,0,4
L09,S104,Base,1,0,4
L09,S105,Base,0,1,4
L09,S106,Base,1,0,4
L09,S107,Base,1,0,4
L09,S108,Base,0,0,4
L09,S109,Base,1,0,4
L09,S110,Base,1,0,4
L09,S111,Base,1,0,4
L09,S112,Base,1,0,4
L09,S113,Base,1,0,5
L09,S114,Base,0,0,5
L09,S115,Base,1,0,4
L09,S116,Base,0,0,4
L09,S117,Base,0,0,4
L09,S118,Base,0,1,4
L09,S119,Base,0,1,4
L09,S120,Base,1,0,5
L10,S001,Base,1,0,4
L10,S002,Base,1,0,4
L10,S003,Base,1,0,4
L10,S004,Base,1,0,4
L10,S005,Base,1,0,4
L10,S006,Base,0,0,4
L10,S007,Base,1,0,4
L10,S008,Base,0,0,4
L10,S009,Base,0,1,4
L10,S010,Base,1,0,4
L10,S011,Base,1,0,4
L10,S012,Base,0,0,4
L10,S013,Base,1,0,4
L10,S014,Base,1,0,4
L10,S015,Base,0,1,4
L10,S016,Base,1,0,4
L10,S017,Base,1,0,4
L10,S018,Base,1,0,4
L10,S019,Base,1,0,4
L10,S020,Base,1,0,4
L10,S021,Base,1,0,4
L10,S022,Base,0,0,4
L10,S023,Base,1,0,4
L10,S024,Base,0,0,4
L10,S025,Base,1,0,4
L10,S026,Base,1,0,4
L10,S027,Base,0,1,4
L10,S028,Base,1,0,4
L10,S029,Base,1,0,4
L10,S030,Base,0,0,4
L10,S031,Base,1,0,4
L10,S032,Base,1,0,4
L10,S033,Base,0,0,4
L10,S034,Base,1,0,4
L10,S035,Base,0,1,4
L10,S036,Base,1,0,4
L10,S037,Base,1,0,4
L10,S038,Base,0,0,4
L10,S039,Base,1,0,4
L10,S040,Base,0,0,4
L10,S041,Base,1,0,5
L10,S042,Base,1,0,4
L10,S043,Base,0,0,4
L10,S044,Base,0,1,4
L10,S045,Base,0,0,4
L10,S046,Base,1,0,4
L10,S047,Base,1,0,4
L10,S048,Base,0,0,4
L10,S049,Base,1,0,4
L10,S050,Base,1,0,4
L10,S051,Base,0,0,4
L10,S052,Base,1,0,4
L10,S053,Base,1,0,4
L10,S054,Base,1,0,4
L10,S055,Base,1,0,4
L10,S056,Base,0,0,4
L10,S057,Base,1,0,4
L10,S058,Base,1,0,4
L10,S059,Base,0,0,4
L10,S060,Base,1,0,4
L10,S061,Base,1,0,4
L10,S062,Base,1,0,4
L10,S063,Base,0,0,4
L10,S064,Base,0,1,4
L10,S065,Base,0,0,4
L10,S066,Base,0,0,4
L10,S067,Base,1,0,4
L10,S068,Base,0,0,4
L10,S069,Base,1,0,4
L10,S070,Base,1,0,4
L10,S071,Base,1,0,4
L10,S072,Base,0,1,4
L10,S073,Base,1,0,4
L10,S074,Base,0,1,4
L10,S075,Base,1,0,4
L10,S076,Base,0,0,4
L10,S077,Base,0,0,4
L10,S078,Base,1,0,4
L10,S079,Base,1,0,4
L10,S080,Base,1,0,4
L10,S081,Base,1,0,4
L10,S082,Base,1,0,4
L10,S083,Base,1,0,4
L10,S084,Base,1,0,4
L10,S085,Base,0,0,4
L10,S086,Base,1,0,4
L10,S087,Base,1,0,4
L10,S088,Base,1,0,4
L10,S089,Base,1,0,4
L10,S090,Base,1,0,4
L10,S091,Base,0,0,4
L10,S092,Base,1,0,4
L10,S093,Base,1,0,4
L10,S094,Base,1,0,4
L10,S095,Base,0,0,4
L10,S096,Base,1,0,4
L10,S097,Base,0,0,4
L10,S098,Base,1,0,4
L10,S099,Base,0,1,4
L10,S100,Base,0,1,4
L10,S101,Base,1,0,4
L10,S102,Base,1,0,4
L10,S103,Base,1,0,4
L10,S104,Base,1,0,4
L10,S105,Base,1,0,4
L10,S106,Base,1,0,4
L10,S107,Base,1,0,4
L10,S108,Base,1,0,4
L10,S109,Base,1,0,4
L10,S110,Base,0,1,4
L10,S111,Base,0,1,4
L10,S112,Base,1,0,5
L10,S113,Base,1,0,4
L10,S114,Base,0,1,4
L10,S115,Base,1,0,4
L10,S116,Base,1,0,4
L10,S117,Base,1,0,4
L10,S118,Base,1,0,4
L10,S119,Base,1,0,4
L10,S120,Base,0,1,4
L01,S001,Full-SD,0,1,4
L01,S002,Full-SD,1,0,4
L01,S003,Full-SD,1,0,4
L01,S004,Full-SD,1,0,4
L01,S005,Full-SD,1,0,4
L01,S006,Full-SD,1,0,4
L01,S007,Full-SD,1,0,4
L01,S008,Full-SD,1,0,4
L01,S009,Full-SD,0,1,4
L01,S010,Full-SD,1,0,4
L01,S011,Full-SD,1,0,4
L01,S012,Full-SD,1,0,5
L01,S013,Full-SD,1,0,5
L01,S014,Full-SD,1,0,4
L01,S015,Full-SD,1,0,4
L01,S016,Full-SD,0,1,4
L01,S017,Full-SD,1,0,4
L01,S018,Full-SD,1,0,4
L01,S019,Full-SD,1,0,4
L01,S020,Full-SD,1,0,4
L01,S021,Full-SD,1,0,5
L01,S022,Full-SD,1,0,4
L01,S023,Full-SD,0,0,4
L01,S024,Full-SD,0,0,4
L01,S025,Full-SD,0,1,4
L01,S026,Full-SD,1,0,4
L01,S027,Full-SD,1,0,4
L01,S028,Full-SD,1,0,4
L01,S029,Full-SD,1,0,4
L01,S030,Full-SD,1,0,4
L01,S031,Full-SD,1,0,4
L01,S032,Full-SD,1,0,4
L01,S033,Full-SD,0,0,4
L01,S034,Full-SD,1,0,4
L01,S035,Full-SD,1,0,4
L01,S036,Full-SD,1,0,4
L01,S037,Full-SD,1,0,4
L01,S038,Full-SD,0,0,5
L01,S039,Full-SD,0,1,4
L01,S040,Full-SD,0,0,4
L01,S041,Full-SD,1,0,4
L01,S042,Full-SD,1,0,4
L01,S043,Full-SD,1,0,4
L01,S044,Full-SD,1,0,4
L01,S045,Full-SD,0,1,4
L01,S046,Full-SD,0,0,4
L01,S047,Full-SD,0,1,4
L01,S048,Full-SD,1,0,4
L01,S049,Full-SD,1,0,4
L01,S050,Full-SD,0,1,4
L01,S051,Full-SD,1,0,4
L01,S052,Full-SD,1,0,4
L01,S053,Full-SD,1,0,4
L01,S054,Full-SD,1,0,4
L01,S055,Full-SD,0,1,4
L01,S056,Full-SD,1,0,5
L01,S057,Full-SD,1,0,4
L01,S058,Full-SD,1,0,4
L01,S059,Full-SD,1,0,4
L01,S060,Full-SD,1,0,4
L01,S061,Full-SD,0,0,4
L01,S062,Full-SD,0,0,4
L01,S063,Full-SD,1,0,4
L01,S064,Full-SD,1,0,4
L01,S065,Full-SD,0,0,5
L01,S066,Full-SD,0,0,4
L01,S067,Full-SD,0,0,4
L01,S068,Full-SD,1,0,4
L01,S069,Full-SD,1,0,4
L01,S070,Full-SD,0,0,4
L01,S071,Full-SD,1,0,4
L01,S072,Full-SD,1,0,4
L01,S073,Full-SD,0,0,4
L01,S074,Full-SD,1,0,4
L01,S075,Full-SD,0,1,4
L01,S076,Full-SD,1,0,4
L01,S077,Full-SD,1,0,4
L01,S078,Full-SD,1,0,4
L01,S079,Full-SD,1,0,4
L01,S080,Full-SD,1,0,4
L01,S081,Full-SD,1,0,4
L01,S082,Full-SD,1,0,4
L01,S083,Full-SD,1,0,4
L01,S084,Full-SD,1,0,4
L01,S085,Full-SD,1,0,4
L01,S086,Full-SD,1,0,4
L01,S087,Full-SD,0,0,4
L01,S088,Full-SD,1,0,4
L01,S089,Full-SD,1,0,4
L01,S090,Full-SD,0,0,4
L01,S091,Full-SD,1,0,4
L01,S092,Full-SD,1,0,4
L01,S093,Full-SD,1,0,4
L01,S094,Full-SD,0,1,4
L01,S095,Full-SD,1,0,4
L01,S096,Full-SD,1,0,4
L01,S097,Full-SD,0,1,5
L01,S098,Full-SD,1,0,4
L01,S099,Full-SD,0,0,4
L01,S100,Full-SD,1,0,4
L01,S101,Full-SD,1,0,4
L01,S102,Full-SD,0,1,4
L01,S103,Full-SD,0,0,4
L01,S104,Full-SD,1,0,4
L01,S105,Full-SD,1,0,4
L01,S106,Full-SD,1,0,4
L01,S107,Full-SD,1,0,4
L01,S108,Full-SD,1,0,4
L01,S109,Full-SD,1,0,4
L01,S110,Full-SD,1,0,4
L01,S111,Full-SD,1,0,4
L01,S112,Full-SD,1,0,4
L01,S113,Full-SD,1,0,4
L01,S114,Full-SD,1,0,4
L01,S115,Full-SD,0,1,4
L01,S116,Full-SD,0,0,4
L01,S117,Full-SD,1,0,4
L01,S118,Full-SD,0,0,4
L01,S119,Full-SD,1,0,4
L01,S120,Full-SD,0,0,4
L02,S001,Full-SD,1,0,4
L02,S002,Full-SD,1,0,5
L02,S003,Full-SD,1,0,4
L02,S004,Full-SD,0,1,4
L02,S005,Full-SD,1,0,4
L02,S006,Full-SD,1,0,4
L02,S007,Full-SD,0,0,4
L02,S008,Full-SD,0,0,4
L02,S009,Full-SD,1,0,4
L02,S010,Full-SD,1,0,4
L02,S011,Full-SD,1,0,5
L02,S012,Full-SD,0,0,4
L02,S013,Full-SD,0,0,4
L02,S014,Full-SD,1,0,4
L02,S015,Full-SD,0,1,4
L02,S016,Full-SD,0,1,4
L02,S017,Full-SD,1,0,4
L02,S018,Full-SD,1,0,4
L02,S019,Full-SD,1,0,4
L02,S020,Full-SD,1,0,4
L02,S021,Full-SD,1,0,4
L02,S022,Full-SD,1,0,4
L02,S023,Full-SD,1,0,4
L02,S024,Full-SD,1,0,4
L02,S025,Full-SD,0,1,4
L02,S026,Full-SD,1,0,4
L02,S027,Full-SD,1,0,4
L02,S028,Full-SD,1,0,4
L02,S029,Full-SD,1,0,4
L02,S030,Full-SD,1,0,5
L02,S031,Full-SD,1,0,4
L02,S032,Full-SD,0,1,4
L02,S033,Full-SD,1,0,4
L02,S034,Full-SD,1,0,4
L02,S035,Full-SD,1,0,4
L02,S036,Full-SD,0,1,4
L02,S037,Full-SD,1,0,4
L02,S038,Full-SD,1,0,4
L02,S039,Full-SD,1,0,4
L02,S040,Full-SD,0,0,4
L02,S041,Full-SD,1,0,4
L02,S042,Full-SD,1,0,4
L02,S043,Full-SD,1,0,4
L02,S044,Full-SD,1,0,4
L02,S045,Full-SD,1,0,4
L02,S046,Full-SD,0,1,4
L02,S047,Full-SD,1,0,4
L02,S048,Full-SD,1,0,4
L02,S049,Full-SD,1,0,4
L02,S050,Full-SD,1,0,4
L02,S051,Full-SD,1,0,4
L02,S052,Full-SD,1,0,4
L02,S053,Full-SD,1,0,4
L02,S054,Full-SD,1,0,4
L02,S055,Full-SD,1,0,4
L02,S056,Full-SD,1,0,4
L02,S057,Full-SD,1,0,4
L02,S058,Full-SD,1,0,4
L02,S059,Full-SD,0,1,4
L02,S060,Full-SD,0,0,4
L02,S061,Full-SD,1,0,4
L02,S062,Full-SD,1,0,4
L02,S063,Full-SD,1,0,4
L02,S064,Full-SD,1,0,4
L02,S065,Full-SD,1,0,4
L02,S066,Full-SD,0,0,4
L02,S067,Full-SD,1,0,4
L02,S068,Full-SD,0,1,4
L02,S069,Full-SD,1,0,4
L02,S070,Full-SD,1,0,5
L02,S071,Full-SD,1,0,4
L02,S072,Full-SD,1,0,4
L02,S073,Full-SD,0,0,4
L02,S074,Full-SD,1,0,4
L02,S075,Full-SD,1,0,4
L02,S076,Full-SD,1,0,4
L02,S077,Full-SD,1,0,5
L02,S078,Full-SD,0,0,4
L02,S079,Full-SD,1,0,4
L02,S080,Full-SD,1,0,4
L02,S081,Full-SD,1,0,4
L02,S082,Full-SD,1,0,4
L02,S083,Full-SD,0,0,4
L02,S084,Full-SD,1,0,4
L02,S085,Full-SD,1,0,4
L02,S086,Full-SD,0,1,4
L02,S087,Full-SD,1,0,4
L02,S088,Full-SD,0,1,5
L02,S089,Full-SD,0,0,4
L02,S090,Full-SD,1,0,4
L02,S091,Full-SD,1,0,4
L02,S092,Full-SD,1,0,4
L02,S093,Full-SD,1,0,4
L02,S094,Full-SD,0,1,4
L02,S095,Full-SD,0,1,4
L02,S096,Full-SD,1,0,4
L02,S097,Full-SD,1,0,4
L02,S098,Full-SD,1,0,4
L02,S099,Full-SD,0,0,4
L02,S100,Full-SD,1,0,4
L02,S101,Full-SD,0,0,4
L02,S102,Full-SD,0,0,4
L02,S103,Full-SD,1,0,4
L02,S104,Full-SD,0,1,4
L02,S105,Full-SD,0,0,4
L02,S106,Full-SD,1,0,4
L02,S107,Full-SD,1,0,4
L02,S108,Full-SD,1,0,4
L02,S109,Full-SD,1,0,4
L02,S110,Full-SD,1,0,4
L02,S111,Full-SD,1,0,5
L02,S112,Full-SD,1,0,4
L02,S113,Full-SD,1,0,4
L02,S114,Full-SD,1,0,4
L02,S115,Full-SD,1,0,4
L02,S116,Full-SD,1,0,4
L02,S117,Full-SD,1,0,4
L02,S118,Full-SD,1,0,4
L02,S119,Full-SD,0,0,4
L02,S120,Full-SD,1,0,4
L03,S001,Full-SD,0,0,5
L03,S002,Full-SD,1,0,4
L03,S003,Full-SD,1,0,4
L03,S004,Full-SD,1,0,4
L03,S005,Full-SD,0,0,4
L03,S006,Full-SD,1,0,4
L03,S007,Full-SD,1,0,5
L03,S008,Full-SD,1,0,4
L03,S009,Full-SD,0,1,4
L03,S010,Full-SD,0,0,4
L03,S011,Full-SD,0,0,4
L03,S012,Full-SD,1,0,4
L03,S013,Full-SD,0,0,4
L03,S014,Full-SD,1,0,4
L03,S015,Full-SD,1,0,4
L03,S016,Full-SD,1,0,4
L03,S017,Full-SD,0,1,4
L03,S018,Full-SD,1,0,4
L03,S019,Full-SD,0,0,5
L03,S020,Full-SD,1,0,4
L03,S021,Full-SD,1,0,4
L03,S022,Full-SD,1,0,4
L03,S023,Full-SD,1,0,4
L03,S024,Full-SD,1,0,4
L03,S025,Full-SD,0,0,4
L03,S026,Full-SD,0,1,4
L03,S027,Full-SD,1,0,4
L03,S028,Full-SD,1,0,4
L03,S029,Full-SD,1,0,4
L03,S030,Full-SD,0,1,5
L03,S031,Full-SD,1,0,5
L03,S032,Full-SD,0,0,4
L03,S033,Full-SD,0,0,4
L03,S034,Full-SD,1,0,4
L03,S035,Full-SD,0,0,4
L03,S036,Full-SD,1,0,4
L03,S037,Full-SD,1,0,5
L03,S038,Full-SD,1,0,4
L03,S039,Full-SD,1,0,4
L03,S040,Full-SD,1,0,4
L03,S041,Full-SD,1,0,4
L03,S042,Full-SD,1,0,4
L03,S043,Full-SD,1,0,4
L03,S044,Full-SD,1,0,4
L03,S045,Full-SD,1,0,4
L03,S046,Full-SD,1,0,4
L03,S047,Full-SD,1,0,4
L03,S048,Full-SD,1,0,4
L03,S049,Full-SD,1,0,4
L03,S050,Full-SD,0,0,5
L03,S051,Full-SD,1,0,4
L03,S052,Full-SD,1,0,4
L03,S053,Full-SD,1,0,4
L03,S054,Full-SD,1,0,4
L03,S055,Full-SD,1,0,4
L03,S056,Full-SD,1,0,4
L03,S057,Full-SD,0,0,4
L03,S058,Full-SD,1,0,4
L03,S059,Full-SD,1,0,4
L03,S060,Full-SD,0,1,4
L03,S061,Full-SD,1,0,4
L03,S062,Full-SD,0,0,4
L03,S063,Full-SD,1,0,4
L03,S064,Full-SD,0,0,4
L03,S065,Full-SD,0,1,5
L03,S066,Full-SD,1,0,4
L03,S067,Full-SD,1,0,4
L03,S068,Full-SD,1,0,4
L03,S069,Full-SD,1,0,4
L03,S070,Full-SD,0,0,4
L03,S071,Full-SD,1,0,4
L03,S072,Full-SD,1,0,4
L03,S073,Full-SD,1,0,4
L03,S074,Full-SD,1,0,5
L03,S075,Full-SD,0,1,4
L03,S076,Full-SD,0,0,4
L03,S077,Full-SD,1,0,4
L03,S078,Full-SD,1,0,4
L03,S079,Full-SD,0,1,4
L03,S080,Full-SD,0,1,4
L03,S081,Full-SD,1,0,4
L03,S082,Full-SD,1,0,5
L03,S083,Full-SD,1,0,4
L03,S084,Full-SD,1,0,4
L03,S085,Full-SD,1,0,4
L03,S086,Full-SD,0,0,4
L03,S087,Full-SD,1,0,4
L03,S088,Full-SD,1,0,4
L03,S089,Full-SD,1,0,4
L03,S090,Full-SD,1,0,4
L03,S091,Full-SD,1,0,4
L03,S092,Full-SD,0,0,4
L03,S093,Full-SD,1,0,4
L03,S094,Full-SD,1,0,4
L03,S095,Full-SD,1,0,4
L03,S096,Full-SD,1,0,4
L03,S097,Full-SD,1,0,4
L03,S098,Full-SD,1,0,4
L03,S099,Full-SD,1,0,4
L03,S100,Full-SD,1,0,5
L03,S101,Full-SD,1,0,4
L03,S102,Full-SD,1,0,4
L03,S103,Full-SD,0,0,4
L03,S104,Full-SD,1,0,4
L03,S105,Full-SD,1,0,4
L03,S106,Full-SD,1,0,4
L03,S107,Full-SD,0,0,4
L03,S108,Full-SD,0,1,4
L03,S109,Full-SD,1,0,4
L03,S110,Full-SD,0,1,4
L03,S111,Full-SD,0,0,5
L03,S112,Full-SD,0,0,4
L03,S113,Full-SD,1,0,4
L03,S114,Full-SD,1,0,4
L03,S115,Full-SD,1,0,4
L03,S116,Full-SD,1,0,4
L03,S117,Full-SD,0,0,4
L03,S118,Full-SD,1,0,5
L03,S119,Full-SD,1,0,4
L03,S120,Full-SD,1,0,4
L04,S001,Full-SD,1,0,4
L04,S002,Full-SD,1,0,4
L04,S003,Full-SD,1,0,4
L04,S004,Full-SD,0,0,4
L04,S005,Full-SD,1,0,4
L04,S006,Full-SD,0,0,4
L04,S007,Full-SD,1,0,4
L04,S008,Full-SD,1,0,5
L04,S009,Full-SD,1,0,4
L04,S010,Full-SD,1,0,4
L04,S011,Full-SD,1,0,4
L04,S012,Full-SD,1,0,4
L04,S013,Full-SD,1,0,4
L04,S014,Full-SD,0,1,4
L04,S015,Full-SD,0,0,4
L04,S016,Full-SD,1,0,4
L04,S017,Full-SD,1,0,4
L04,S018,Full-SD,1,0,4
L04,S019,Full-SD,0,1,4
L04,S020,Full-SD,1,0,4
L04,S021,Full-SD,1,0,4
L04,S022,Full-SD,1,0,4
L04,S023,Full-SD,1,0,4
L04,S024,Full-SD,0,0,4
L04,S025,Full-SD,1,0,4
L04,S026,Full-SD,1,0,5
L04,S027,Full-SD,1,0,5
L04,S028,Full-SD,1,0,4
L04,S029,Full-SD,0,0,4
L04,S030,Full-SD,1,0,4
L04,S031,Full-SD,0,0,4
L04,S032,Full-SD,1,0,4
L04,S033,Full-SD,1,0,4
L04,S034,Full-SD,1,0,4
L04,S035,Full-SD,1,0,4
L04,S036,Full-SD,1,0,4
L04,S037,Full-SD,1,0,4
L04,S038,Full-SD,1,0,4
L04,S039,Full-SD,1,0,5
L04,S040,Full-SD,1,0,4
L04,S041,Full-SD,1,0,4
L04,S042,Full-SD,1,0,4
L04,S043,Full-SD,1,0,4
L04,S044,Full-SD,1,0,4
L04,S045,Full-SD,1,0,4
L04,S046,Full-SD,1,0,4
L04,S047,Full-SD,1,0,5
L04,S048,Full-SD,1,0,4
L04,S049,Full-SD,1,0,4
L04,S050,Full-SD,1,0,4
L04,S051,Full-SD,1,0,4
L04,S052,Full-SD,0,0,4
L04,S053,Full-SD,1,0,4
L04,S054,Full-SD,0,0,4
L04,S055,Full-SD,0,0,4
L04,S056,Full-SD,1,0,4
L04,S057,Full-SD,1,0,4
L04,S058,Full-SD,1,0,4
L04,S059,Full-SD,0,0,4
L04,S060,Full-SD,1,0,4
L04,S061,Full-SD,1,0,4
L04,S062,Full-SD,1,0,4
L04,S063,Full-SD,1,0,4
L04,S064,Full-SD,1,0,4
L04,S065,Full-SD,1,0,4
L04,S066,Full-SD,1,0,4
L04,S067,Full-SD,0,1,4
L04,S068,Full-SD,0,0,4
L04,S069,Full-SD,0,0,5
L04,S070,Full-SD,0,1,4
L04,S071,Full-SD,1,0,4
L04,S072,Full-SD,1,0,4
L04,S073,Full-SD,0,0,4
L04,S074,Full-SD,0,0,4
L04,S075,Full-SD,1,0,4
L04,S076,Full-SD,1,0,4
L04,S077,Full-SD,0,0,4
L04,S078,Full-SD,0,0,4
L04,S079,Full-SD,1,0,4
L04,S080,Full-SD,1,0,4
L04,S081,Full-SD,0,0,4
L04,S082,Full-SD,1,0,4
L04,S083,Full-SD,1,0,4
L04,S084,Full-SD,0,1,5
L04,S085,Full-SD,1,0,4
L04,S086,Full-SD,1,0,4
L04,S087,Full-SD,1,0,4
L04,S088,Full-SD,1,0,4
L04,S089,Full-SD,1,0,4
L04,S090,Full-SD,0,0,4
L04,S091,Full-SD,0,0,4
L04,S092,Full-SD,1,0,4
L04,S093,Full-SD,1,0,4
L04,S094,Full-SD,0,0,4
L04,S095,Full-SD,1,0,4
L04,S096,Full-SD,0,0,4
L04,S097,Full-SD,1,0,4
L04,S098,Full-SD,1,0,4
L04,S099,Full-SD,0,1,4
L04,S100,Full-SD,0,1,5
L04,S101,Full-SD,1,0,4
L04,S102,Full-SD,0,0,5
L04,S103,Full-SD,0,0,4
L04,S104,Full-SD,1,0,4
L04,S105,Full-SD,1,0,5
L04,S106,Full-SD,1,0,4
L04,S107,Full-SD,0,1,4
L04,S108,Full-SD,0,0,5
L04,S109,Full-SD,1,0,4
L04,S110,Full-SD,1,0,4
L04,S111,Full-SD,1,0,4
L04,S112,Full-SD,1,0,4
L04,S113,Full-SD,1,0,4
L04,S114,Full-SD,1,0,4
L04,S115,Full-SD,0,0,4
L04,S116,Full-SD,1,0,4
L04,S117,Full-SD,1,0,4
L04,S118,Full-SD,1,0,4
L04,S119,Full-SD,1,0,4
L04,S120,Full-SD,1,0,4
L05,S001,Full-SD,1,0,4
L05,S002,Full-SD,1,0,4
L05,S003,Full-SD,1,0,4
L05,S004,Full-SD,1,0,4
L05,S005,Full-SD,0,1,4
L05,S006,Full-SD,0,0,4
L05,S007,Full-SD,1,0,4
L05,S008,Full-SD,0,0,4
L05,S009,Full-SD,1,0,4
L05,S010,Full-SD,0,0,4
L05,S011,Full-SD,1,0,4
L05,S012,Full-SD,1,0,4
L05,S013,Full-SD,1,0,4
L05,S014,Full-SD,1,0,4
L05,S015,Full-SD,1,0,4
L05,S016,Full-SD,1,0,4
L05,S017,Full-SD,1,0,4
L05,S018,Full-SD,1,0,4
L05,S019,Full-SD,1,0,4
L05,S020,Full-SD,1,0,4
L05,S021,Full-SD,1,0,4
L05,S022,Full-SD,1,0,4
L05,S023,Full-SD,1,0,4
L05,S024,Full-SD,0,1,4
L05,S025,Full-SD,1,0,4
L05,S026,Full-SD,0,0,4
L05,S027,Full-SD,0,0,5
L05,S028,Full-SD,1,0,4
L05,S029,Full-SD,1,0,4
L05,S030,Full-SD,1,0,4
L05,S031,Full-SD,1,0,4
L05,S032,Full-SD,1,0,4
L05,S033,Full-SD,0,0,4
L05,S034,Full-SD,1,0,4
L05,S035,Full-SD,0,1,4
L05,S036,Full-SD,1,0,4
L05,S037,Full-SD,1,0,4
L05,S038,Full-SD,1,0,4
L05,S039,Full-SD,0,1,4
L05,S040,Full-SD,1,0,4
L05,S041,Full-SD,1,0,4
L05,S042,Full-SD,1,0,4
L05,S043,Full-SD,0,0,5
L05,S044,Full-SD,1,0,4
L05,S045,Full-SD,1,0,4
L05,S046,Full-SD,1,0,4
L05,S047,Full-SD,1,0,4
L05,S048,Full-SD,1,0,4
L05,S049,Full-SD,1,0,4
L05,S050,Full-SD,1,0,4
L05,S051,Full-SD,1,0,4
L05,S052,Full-SD,0,0,4
L05,S053,Full-SD,1,0,4
L05,S054,Full-SD,0,0,4
L05,S055,Full-SD,0,0,4
L05,S056,Full-SD,1,0,4
L05,S057,Full-SD,1,0,5
L05,S058,Full-SD,1,0,4
L05,S059,Full-SD,1,0,4
L05,S060,Full-SD,1,0,4
L05,S061,Full-SD,0,0,4
L05,S062,Full-SD,1,0,4
L05,S063,Full-SD,0,0,4
L05,S064,Full-SD,0,1,4
L05,S065,Full-SD,0,0,5
L05,S066,Full-SD,0,1,4
L05,S067,Full-SD,1,0,4
L05,S068,Full-SD,0,0,5
L05,S069,Full-SD,0,1,4
L05,S070,Full-SD,1,0,4
L05,S071,Full-SD,1,0,4
